No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter 
2168,161.474205,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=35641 Ack=1247796 Win=260 Len=0 SLE=1251876 SRE=1252647,,,,,,,,,,,,,,,,,,,
2169,161.477078,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1247796 Ack=35641 Win=1287 Len=1360,,,,,,,,,,,,,,,,,,,
2170,161.477198,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=35641 Ack=1249156 Win=260 Len=0 SLE=1251876 SRE=1252647,,,,,,,,,,,,,,,,,,,
2171,161.479132,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1249156 Ack=35641 Win=1287 Len=1360,,,,,,,,,,,,,,,,,,,
2172,161.479335,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=35641 Ack=1250516 Win=260 Len=0 SLE=1251876 SRE=1252647,,,,,,,,,,,,,,,,,,,
2173,161.482081,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1250516 Ack=35641 Win=1287 Len=1360,,,,,,,,,,,,,,,,,,,
2174,161.482232,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=35641 Ack=1252647 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2175,161.495241,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2176,161.554209,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
2177,161.555119,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831234&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2178,161.602998,202.70.54.17,172.20.10.7,TCP,54,80  >  49478 [ACK] Seq=1252647 Ack=36081 Win=1291 Len=0,,,,,,,,,,,,,,,,,,,
2179,161.704233,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1252647 Ack=36081 Win=1291 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2180,161.754032,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=25667 Ack=84625 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
2181,161.905053,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36081 Ack=1254007 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2182,161.955155,202.70.54.17,172.20.10.7,TCP,1049,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=1263527 Ack=36081 Win=1291 Len=995 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
2183,161.955278,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2181#1] 49478  >  80 [ACK] Seq=36081 Ack=1254007 Win=260 Len=0 SLE=1263527 SRE=1264522,,,,,,,,,,,,,,,,,,,
2184,161.99115,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1254007 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2185,161.991283,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36081 Ack=1255367 Win=260 Len=0 SLE=1263527 SRE=1264522,,,,,,,,,,,,,,,,,,,
2186,162.544573,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1255367 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2187,162.544704,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36081 Ack=1256727 Win=260 Len=0 SLE=1263527 SRE=1264522,,,,,,,,,,,,,,,,,,,
2188,162.593253,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1256727 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2189,162.593375,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36081 Ack=1258087 Win=260 Len=0 SLE=1263527 SRE=1264522,,,,,,,,,,,,,,,,,,,
2190,162.595036,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1258087 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2191,162.595107,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36081 Ack=1259447 Win=260 Len=0 SLE=1263527 SRE=1264522,,,,,,,,,,,,,,,,,,,
2192,163.613484,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1259447 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2193,163.613617,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36081 Ack=1260807 Win=260 Len=0 SLE=1263527 SRE=1264522,,,,,,,,,,,,,,,,,,,
2194,163.653385,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1262167 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2195,163.653508,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2193#1] 49478  >  80 [ACK] Seq=36081 Ack=1260807 Win=260 Len=0 SLE=1262167 SRE=1264522,,,,,,,,,,,,,,,,,,,
2196,163.656071,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1260807 Ack=36081 Win=1291 Len=1360,,,,,,,,,,,,,,,,,,,
2197,163.656163,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36081 Ack=1264522 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2200,164.665526,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2201,164.804043,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
2202,164.807524,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831234&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2203,164.856975,202.70.54.17,172.20.10.7,TCP,54,80  >  49478 [ACK] Seq=1264522 Ack=36521 Win=1295 Len=0,,,,,,,,,,,,,,,,,,,
2204,164.867359,202.70.54.17,172.20.10.7,HTTP,1414,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
2205,164.867481,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2197#1] 49478  >  80 [ACK] Seq=36521 Ack=1264522 Win=260 Len=0 SLE=1265882 SRE=1267242,,,,,,,,,,,,,,,,,,,
2206,164.867827,202.70.54.17,172.20.10.7,TCP,1414,[TCP Out-Of-Order] 80  >  49478 [ACK] Seq=1264522 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2207,164.867958,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36521 Ack=1267242 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2208,164.868247,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2209,164.869329,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2210,164.869412,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36521 Ack=1269962 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2211,164.872203,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2212,164.872931,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2213,164.872998,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36521 Ack=1272682 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2214,164.877162,202.70.54.17,172.20.10.7,HTTP,1414,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
2215,164.877263,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2213#1] 49478  >  80 [ACK] Seq=36521 Ack=1272682 Win=260 Len=0 SLE=1274042 SRE=1275402,,,,,,,,,,,,,,,,,,,
2216,164.87993,202.70.54.17,172.20.10.7,TCP,1414,[TCP Out-Of-Order] 80  >  49478 [ACK] Seq=1272682 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2217,164.880055,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36521 Ack=1275402 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2218,164.889232,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2219,164.890207,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2220,164.890207,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
2221,164.890336,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36521 Ack=1279482 Win=255 Len=0,,,,,,,,,,,,,,,,,,,
2222,164.961827,172.20.10.7,202.70.54.17,TCP,54,[TCP Window Update] 49478  >  80 [ACK] Seq=36521 Ack=1279482 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2223,165.004168,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=25980 Ack=85657 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2224,165.1029,202.70.54.17,172.20.10.7,HTTP,272,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
2225,165.103015,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2221#1] 49478  >  80 [ACK] Seq=36521 Ack=1279482 Win=260 Len=0 SLE=1287642 SRE=1287860,,,,,,,,,,,,,,,,,,,
2226,165.152244,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1279482 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2227,165.152382,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36521 Ack=1280842 Win=260 Len=0 SLE=1287642 SRE=1287860,,,,,,,,,,,,,,,,,,,
2228,165.622905,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1280842 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2229,165.623059,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36521 Ack=1282202 Win=260 Len=0 SLE=1287642 SRE=1287860,,,,,,,,,,,,,,,,,,,
2230,165.672168,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1282202 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2231,165.6723,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36521 Ack=1283562 Win=260 Len=0 SLE=1287642 SRE=1287860,,,,,,,,,,,,,,,,,,,
2232,165.676127,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1283562 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2233,165.676247,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36521 Ack=1284922 Win=260 Len=0 SLE=1287642 SRE=1287860,,,,,,,,,,,,,,,,,,,
2234,166.618805,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1284922 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2235,166.618935,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36521 Ack=1286282 Win=260 Len=0 SLE=1287642 SRE=1287860,,,,,,,,,,,,,,,,,,,
2236,166.672856,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1286282 Ack=36521 Win=1295 Len=1360,,,,,,,,,,,,,,,,,,,
2237,166.673,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36521 Ack=1287860 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2238,166.680095,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2239,166.732031,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
2240,166.735122,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831234&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2241,166.780103,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1287860 Ack=36961 Win=1299 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2242,166.781825,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1289220 Ack=36961 Win=1299 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2243,166.781921,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36961 Ack=1290580 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2244,166.782189,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1290580 Ack=36961 Win=1299 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2245,166.787876,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1291940 Ack=36961 Win=1299 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2246,166.787991,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36961 Ack=1293300 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2247,166.931251,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=26293 Ack=86689 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
2248,166.99502,202.70.54.17,172.20.10.7,TCP,1075,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=1298740 Ack=36961 Win=1299 Len=1021 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
2249,166.995142,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2246#1] 49478  >  80 [ACK] Seq=36961 Ack=1293300 Win=260 Len=0 SLE=1298740 SRE=1299761,,,,,,,,,,,,,,,,,,,
2250,167.032242,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1293300 Ack=36961 Win=1299 Len=1360,,,,,,,,,,,,,,,,,,,
2251,167.032368,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36961 Ack=1294660 Win=260 Len=0 SLE=1298740 SRE=1299761,,,,,,,,,,,,,,,,,,,
2252,167.51732,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1294660 Ack=36961 Win=1299 Len=1360,,,,,,,,,,,,,,,,,,,
2253,167.517442,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=36961 Ack=1296020 Win=260 Len=0 SLE=1298740 SRE=1299761,,,,,,,,,,,,,,,,,,,
2254,167.574331,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1297380 Ack=36961 Win=1299 Len=1360,,,,,,,,,,,,,,,,,,,
2255,167.574467,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2253#1] 49478  >  80 [ACK] Seq=36961 Ack=1296020 Win=260 Len=0 SLE=1297380 SRE=1299761,,,,,,,,,,,,,,,,,,,
2256,167.577713,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1296020 Ack=36961 Win=1299 Len=1360,,,,,,,,,,,,,,,,,,,
2257,167.577857,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=36961 Ack=1299761 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2258,167.67929,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2259,167.752914,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
2260,167.754445,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831234&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2261,167.802894,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1299761 Ack=37401 Win=1303 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2262,167.962306,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=26606 Ack=87721 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2263,167.977343,202.70.54.17,172.20.10.7,TCP,1042,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=1309281 Ack=37401 Win=1303 Len=988 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
2264,167.977467,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37401 Ack=1301121 Win=260 Len=0 SLE=1309281 SRE=1310269,,,,,,,,,,,,,,,,,,,
2265,168.06036,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1301121 Ack=37401 Win=1303 Len=1360,,,,,,,,,,,,,,,,,,,
2266,168.060482,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37401 Ack=1302481 Win=260 Len=0 SLE=1309281 SRE=1310269,,,,,,,,,,,,,,,,,,,
2267,168.561364,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1302481 Ack=37401 Win=1303 Len=1360,,,,,,,,,,,,,,,,,,,
2268,168.561509,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37401 Ack=1303841 Win=260 Len=0 SLE=1309281 SRE=1310269,,,,,,,,,,,,,,,,,,,
2269,168.616274,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1303841 Ack=37401 Win=1303 Len=1360,,,,,,,,,,,,,,,,,,,
2270,168.616402,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37401 Ack=1305201 Win=260 Len=0 SLE=1309281 SRE=1310269,,,,,,,,,,,,,,,,,,,
2271,168.618988,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1305201 Ack=37401 Win=1303 Len=1360,,,,,,,,,,,,,,,,,,,
2272,168.619112,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37401 Ack=1306561 Win=260 Len=0 SLE=1309281 SRE=1310269,,,,,,,,,,,,,,,,,,,
2273,169.495576,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1306561 Ack=37401 Win=1303 Len=1360,,,,,,,,,,,,,,,,,,,
2274,169.495707,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37401 Ack=1307921 Win=260 Len=0 SLE=1309281 SRE=1310269,,,,,,,,,,,,,,,,,,,
2275,169.536937,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1307921 Ack=37401 Win=1303 Len=1360,,,,,,,,,,,,,,,,,,,
2276,169.537076,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=37401 Ack=1310269 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2277,170.544578,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2278,170.653161,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
2279,170.65407,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831234&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2280,170.700215,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1310269 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2281,170.701735,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1311629 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2282,170.701797,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=37841 Ack=1312989 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2283,170.704886,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1312989 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2284,170.715519,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=1315709 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2285,170.715642,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37841 Ack=1314349 Win=260 Len=0 SLE=1315709 SRE=1317069,,,,,,,,,,,,,,,,,,,
2286,170.715893,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1317069 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2287,170.71594,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2285#1] 49478  >  80 [ACK] Seq=37841 Ack=1314349 Win=260 Len=0 SLE=1315709 SRE=1318429,,,,,,,,,,,,,,,,,,,
2288,170.716168,202.70.54.17,172.20.10.7,TCP,1414,[TCP Out-Of-Order] 80  >  49478 [ACK] Seq=1314349 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2289,170.716306,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=37841 Ack=1318429 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2290,170.725478,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1318429 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2291,170.726869,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1319789 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2292,170.726987,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=37841 Ack=1321149 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2293,170.73074,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1321149 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2294,170.732472,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=1322509 Ack=37841 Win=1308 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
2295,170.732472,202.70.54.17,172.20.10.7,TCP,362,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=1325229 Ack=37841 Win=1308 Len=308 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
2296,170.732596,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=37841 Ack=1323869 Win=260 Len=0 SLE=1325229 SRE=1325537,,,,,,,,,,,,,,,,,,,
2297,170.852399,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=26919 Ack=88753 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
2298,171.233367,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=1323869 Ack=37841 Win=1308 Len=1360,,,,,,,,,,,,,,,,,,,
2299,171.233515,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=37841 Ack=1325537 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
2300,171.540522,172.20.10.7,74.125.130.138,HTTP,367,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2301,171.640102,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
2302,171.643866,172.20.10.7,202.70.54.17,HTTP,494,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601831234&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
2303,171.703133,202.70.54.17,172.20.10.7,HTTP,1414,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
2304,171.703265,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 2299#1] 49478  >  80 [ACK] Seq=38281 Ack=1325537 Win=260 Len=0 SLE=1326897 SRE=1328257,,,,,,,,,,,,,,,,,,,
